CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
46035616;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓN MUSICAL;ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL;PRIV.;PZ;DEL CASTELL;8;46180;BENAGUASIL;VALÈNCIA;962731416;; 1,0;-0.584878;39.594704;;;EL CAMP DE TÚRIA
46035628;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENTRO DEPORTIVO PREUNIVERSITARIO IALE;CENTRE ENSENYAMENTS ESPORTIUS PREUNIVERSITARIO IALE;PRIV.;CL;DOCTOR PESET;4;46183;L'ELIANA;VALÈNCIA;962741656;; 1,0;-0.543617;39.565698;;;EL CAMP DE TÚRIA
46035641;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;GARABATOS;CENTRO PRIV. ED. INF. 1ER CICLO GARABATOS;PRIV.;CL;BARCELONA;72;46300;UTIEL;VALÈNCIA;962174302;; 1,0;-1.205812;39.571024;;;LA PLANA DE UTIEL-REQUENA
46035653;ESCUELA PRIVADA DE MÚSICA Y DANZA;ESCOLA PRIVADA DE MÚSICA I DANSA;CALASSANÇ;ESCOLA PRIVADA DE MÚSICA I DANSA CALASSANÇ;PRIV.;PZ;ESCOLA PÍA;7;46701;GANDIA;VALÈNCIA;962873846;; 1,0;-0.18119;38.968775;;;LA SAFOR
46035677;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ESTRELETA;CENTRE PRIV. ED. INF. 1ER CICLE L'ESTRELETA;PRIV.;CL;GERMANIES;64;46900;TORRENT;VALÈNCIA;637701878;; 1,0;-0.472578;39.433385;;;L'HORTA OEST
46035689;CENTRO AUTORIZADO ELEMENTAL DE MÚSICA;CENTRE AUTORITZAT ELEMENTAL DE MÚSICA;MAS CAMARENA ARTS;CENTRE ELEMENTAL DE MÚSICA MAS CAMARENA ARTS;PRIV.;UR;MAS CAMARENA;S/N;46117;BÉTERA;VALÈNCIA;961687535;961686007; 1,0;-0.458808;39.551682;;;EL CAMP DE TÚRIA
46035690;CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;EL PARQUE;CENTRE ENS. PROFESSIONALS DE MÚSICA EL PARQUE;PRIV.;AV;PUERTO;51;46021;VALÈNCIA;VALÈNCIA;963690674;963625117; 1,0;-0.354694;39.467077;;;VALÈNCIA
46035707;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;RONDALLES;CENTRE PRIV. ED. INF. 1ER CICLE RONDALLES;PRIV.;CL;DOCTOR PESET;21;46016;TAVERNES BLANQUES;VALÈNCIA;961931884;; 1,0;-0.366345;39.504798;;;L'HORTA NORD
46035720;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CHUPETÍN;CENTRO PRIV. ED. INF. 1ER CICLO CHUPETÍN;PRIV.;CL;GARCÍA BERLANGA;17;46300;UTIEL;VALÈNCIA;962174437;; 1,0;-1.208635;39.567658;;;LA PLANA DE UTIEL-REQUENA
46035732;CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;MAS CAMARENA ARTS;CENTRE ENS. PROFESSIONALS DE MÚSICA MAS CAMARENA ARTS;PRIV.;CL;BENJAMÍN FRANKLIN (PARQUE TECNOLÓGICO);18;46980;PATERNA;VALÈNCIA;961686074;; 1,0;-0.462171;39.548762;;;L'HORTA OEST
46035744;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SANTA MARÍA;ESCOLA PRIVADA DE MÚSICA SANTA MARÍA;PRIV.;AV;TRES CRUCES;10;46014;VALÈNCIA;VALÈNCIA;963792355;963837616; 1,0;-0.406513;39.46634;;;VALÈNCIA
46035756;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BABY 2 MAS CAMARENA;CENTRE PRIV. ED. INF. 1ER CICLE BABY 2 MAS CAMARENA;PRIV.;CL;ORONETA (URB. TORRE EN CONILL);87;46117;BÉTERA;VALÈNCIA;961604595;; 1,0;-0.466699;39.561844;;;EL CAMP DE TÚRIA
46035768;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;TABALET I DOLÇAINA;ESCOLA PRIVADA DE MÚSICA;PRIV.;CL;REI EN JAUME;24;46680;ALGEMESÍ;VALÈNCIA;961112228;; 1,0;-0.433464;39.188316;;;LA RIBERA ALTA
46024989;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL LA MILOTXA;EI 1ER CICLE MUNICIPAL LA MILOTXA;PÚB.;CL;CINCO;S/N;46267;GAVARDA;VALÈNCIA;962594340;; 1,0;-0.546727;39.091932;AJUNTAMENT DE GAVARDA;;LA RIBERA ALTA
46024990;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;EL QUINT;IES EL QUINT;PÚB.;CM;DE LES ÀNIMES;S/N;46190;RIBA-ROJA DE TÚRIA;VALÈNCIA;962718355;962718356; 1,0;-0.562261;39.548178;GENERALITAT VALENCIANA;S4600059B;EL CAMP DE TÚRIA
46025015;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ESCOLETA BUBO;CENTRE PRIV. ED. INF. 1ER CICLE ESCOLETA BUBO;PRIV.;AV;GENERALITAT VALENCIANA;10;46470;CATARROJA;VALÈNCIA;960722880;; 1,0;-0.406687;39.410244;;;L'HORTA SUD
46025039;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;JESÚS NIÑO;CENTRE PRIV. ED. INF. 1ER CICLE JESÚS NIÑO;PRIV.;CL;MAESTRO CHAPÍ;28;46100;BURJASSOT;VALÈNCIA;963902766;963623880; 1,0;-0.415927;39.50349;;;L'HORTA NORD
46025040;INSTITUTO DE EDUCACIÓN SECUNDARIA;INSTITUT D'EDUCACIÓ SECUNDÀRIA;ABASTOS;IES ABASTOS;PÚB.;CL;ALBERIQUE;18;46008;VALÈNCIA;VALÈNCIA;961205875;961205876; 1,0;-0.388448;39.467955;GENERALITAT VALENCIANA;S4600029E;VALÈNCIA
46025052;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PADBURY, SL;CENTRE PRIV. ED. INF. 1ER CICLE PADBURY, SL;PRIV.;CL;HERMANOS VILLALONGA;2;46020;VALÈNCIA;VALÈNCIA;963691436;; 1,0;-0.357455;39.483822;;;VALÈNCIA
46025064;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;SANT FRANCESC;1;46185;LA POBLA DE VALLBONA;VALÈNCIA;962764753;; 1,0;-0.553951;39.595041;AJUNTAMENT DE LA POBLA DE VALLBONA;;EL CAMP DE TÚRIA
46025076;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;GLOBITOS;CENTRE PRIV. ED. INF. 1ER CICLE GLOBITOS;PRIV.;CL;SAN PÍO X;22;46017;VALÈNCIA;VALÈNCIA;960917944;657949831; 1,0;-0.389843;39.444394;;;VALÈNCIA
46025106;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;AULA 1;CENTRE PRIV. ED. INF. 1ER CICLE AULA 1;PRIV.;CL;EDUARDO PRIMO;3;46240;CARLET;VALÈNCIA;962532327;; 1,0;-0.523685;39.224782;;;LA RIBERA ALTA
46025118;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PEKAS;CENTRE PRIV. ED. INF. 1ER CICLE PEKAS;PRIV.;CL;ARQUITECTO LUCINI;3;46009;VALÈNCIA;VALÈNCIA;963650432;; 1,0;-0.376346;39.491117;;;VALÈNCIA
46025131;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ARCO IRIS;CENTRE PRIV. ED. INF. 1ER CICLE ARCO IRIS;PRIV.;CL;ALMAZORA;72-B;46010;VALÈNCIA;VALÈNCIA;963612546;963612546; 1,0;-0.36845;39.487383;;;VALÈNCIA
46025143;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;NUESTRA SEÑORA DEL PILAR;CENTRE PRIV. ED. INF. 1ER CICLE NUESTRA SEÑORA DEL PILAR;PRIV.;CL;MAYOR;16;46131;BONREPÒS I MIRAMBELL;VALÈNCIA;961852647;961852647; 1,0;-0.364029;39.519469;;;L'HORTA NORD
46025155;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL SOLET;CENTRE PRIV. ED. INF. 1ER CICLE EL SOLET;PRIV.;AV;REYES CATÓLICOS;44-B;46450;BENIFAIÓ;VALÈNCIA;961794123;961794123; 1,0;-0.424312;39.288525;;;LA RIBERA ALTA
46025167;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;EL EDEN;CENTRE PRIV. ED. INF. 1ER CICLE EL EDEN;PRIV.;CL;JOSÉ DE ORGA;12-14;46022;VALÈNCIA;VALÈNCIA;963727917;; 1,0;-0.345163;39.470734;;;VALÈNCIA
46025180;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;SAMBORI-LATORRE;CENTRE PRIV. ED. INF. 1ER CICLE SAMBORI-LATORRE;PRIV.;CL;ALVAREZ DE SOTOMAYOR;27-B;46017;VALÈNCIA;VALÈNCIA;963964781;; 1,0;-0.392064;39.433997;;;VALÈNCIA
46025192;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ELS MENUTS;EI 1ER CICLE MUNICIPAL ELS MENUTS;PÚB.;CL;MOLÍ;57;46630;LA FONT DE LA FIGUERA;VALÈNCIA;962291112;; 1,0;-0.878305;38.80606;AJUNTAMENT DE LA FONT DE LA FIGUERA;;LA COSTERA
46025209;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;PZ;DEL PI;1;46791;BENIFAIRÓ DE LA VALLDIGNA;VALÈNCIA;962811258;; 1,0;-0.304452;39.056217;AJUNTAMENT DE BENIFAIRÓ DE LA VALLDIGNA;;LA SAFOR
46025210;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;AUSIÀS MARCH;8;46868;BÈLGIDA;VALÈNCIA;962901670;962900079; 1,0;-0.474503;38.857727;AJUNTAMENT DE BÈLGIDA;;LA VALL D'ALBAIDA
46025222;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;COLEGIO RUZAFA;CENTRE PRIVAT FP COLEGIO RUZAFA;PRIV.;CL;RUZAFA;40;46006;VALÈNCIA;VALÈNCIA;963748552;963331922; 1,0;-0.373321;39.464178;;;VALÈNCIA
46025234;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL BENIRREDRÀ;EI 1ER CICLE MUNICIPAL BENIRREDRÀ;PÚB.;CL;RONDA;4;46703;BENIRREDRÀ;VALÈNCIA;962961641;; 1,0;-0.193414;38.960256;AJUNTAMENT DE BENIRREDRÀ;;LA SAFOR
46025258;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;TAME FORMACIÓN;CENTRE PRIVAT FP TAME FORMACIÓN;PRIV.;AV;GREGORIO GEA;61;46920;MISLATA;VALÈNCIA;963597244;963503317; 1,0;-0.420031;39.474351;;;L'HORTA OEST
46025261;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;JOAN DE MONTCADA;CENTRE PRIV. ED. INF. 1ER CICLE JOAN DE MONTCADA;PRIV.;PD;HORTETS;S/N;46722;BENIARJÓ;VALÈNCIA;962800217;962800217; 1,0;-0.183989;38.931197;;;LA SAFOR
46025271;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;LA PRIMITIVA;ESCUELA PRIVADA DE MÚSICA LA PRIMITIVA;PRIV.;AV;DE LA MÚSICA;90;46369;ALBORACHE;VALÈNCIA;689908830;; 1,0;-0.772551;39.393042;;;LA HOYA DE BUÑOL
46025283;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;;ESCOLA PRIVADA DE MÚSICA;PRIV.;CL;TAULETA;36;46910;ALFAFAR;VALÈNCIA;961043597;; 1,0;-0.386729;39.421181;;;L'HORTA SUD
46025295;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;UNIÓ MUSICAL;ESCOLA PRIVADA DE MÚSICA UNIÓ MUSICAL;PRIV.;CL;MÚSICO BERNAT;S/N;46880;BOCAIRENT;VALÈNCIA;962905060;; 1,0;-0.616854;38.764263;;;LA VALL D'ALBAIDA
46028211;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;CHIQUILANDIA;CENTRE PRIV. ED. INF. 1ER CICLE CHIQUILANDIA;PRIV.;CL;CORA RAGA;3;46025;VALÈNCIA;VALÈNCIA;963408390;; 1,0;-0.39422;39.495282;;;VALÈNCIA
46028235;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;AMICS PLAYA;CENTRE PRIV. ED. INF. 1ER CICLE AMICS PLAYA;PRIV.;AV;DE LA HUERTA;31-B;46120;ALBORAIA;VALÈNCIA;663307848;; 1,0;-0.32085;39.513937;;;L'HORTA NORD
46028247;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PITUFOS;CENTRE PRIV. ED. INF. 1ER CICLE PITUFOS;PRIV.;CL;JOSÉ BENLLIURE;351;46011;VALÈNCIA;VALÈNCIA;963711946;; 1,0;-0.329209;39.474916;;;VALÈNCIA
46028259;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MI COLE;CENTRE PRIV. ED. INF. 1ER CICLE MI COLE;PRIV.;CL;DOCTOR SUMSI;8;46005;VALÈNCIA;VALÈNCIA;963330956;; 1,0;-0.369426;39.463404;;;VALÈNCIA
46028314;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MENUTS;CENTRE PRIV. ED. INF. 1ER CICLE MENUTS;PRIV.;CL;SANT DONÍS;16;46200;PAIPORTA;VALÈNCIA;963979391;; 1,0;-0.415029;39.425271;;;L'HORTA SUD
46028326;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA TARARA;CENTRO PRIV. ED. INF. 1ER CICLO LA TARARA;PRIV.;CL;ZURBARÁN (RESIDENCIAL LA LOMA);77;46370;CHIVA;VALÈNCIA;961804545;961804545; 1,0;-0.608711;39.450668;;;LA HOYA DE BUÑOL
46028338;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LÁPICES III;CENTRE PRIV. ED. INF. 1ER CICLE LÁPICES III;PRIV.;CL;RÍO NERVIÓN;21-23;46025;VALÈNCIA;VALÈNCIA;963384408;; 1,0;-0.382977;39.495394;;;VALÈNCIA
46028341;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;ALONSO LATORRE;S/N;46191;VILAMARXANT;VALÈNCIA;653037332;; 1,0;-0.622031;39.571996;AJUNTAMENT DE VILAMARXANT;;EL CAMP DE TÚRIA
46028351;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;FANTASY SCHOOL;CENTRE PRIV. ED. INF. 1ER CICLE FANTASY SCHOOL;PRIV.;AV;PORTUGAL;64;46009;VALÈNCIA;VALÈNCIA;963462297;; 1,0;-0.386431;39.486814;;;VALÈNCIA
46028363;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL INFANTS;EI 1ER CICLE MUNICIPAL INFANTS;PÚB.;AV;CORTS VALENCIANES;1;46690;L'ALCÚDIA DE CRESPINS;VALÈNCIA;962242511;; 1,0;-0.596631;38.969936;AJUNTAMENT DE L'ALCÚDIA DE CRESPINS;;LA COSTERA
46028375;CENTRO AUTORIZADO DE ENSEÑANZAS ARTÍSTICAS PROFESIONALES DE MÚSICA;CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA;LICEU DE MÚSICA CIUTAT DE MISLATA;CENTRE ENS. PROFESSIONALS DE MÚSICA LICEU MÚS. C. DE MISLATA;PRIV.;CL;ALTO PALANCIA;4;46920;MISLATA;VALÈNCIA;963837629;; 1,0;-0.422417;39.47497;;;L'HORTA OEST
46028387;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MARÍA ALLENDE;CENTRE PRIV. ED. INF. 1ER CICLE MARÍA ALLENDE;PRIV.;CL;REI MARTÍ L'HUMÀ;2;46183;L'ELIANA;VALÈNCIA;962742802;; 1,0;-0.523811;39.568583;;;EL CAMP DE TÚRIA
46028399;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ESCOLETA;CENTRE PRIV. ED. INF. 1ER CICLE L'ESCOLETA;PRIV.;CL;PARTIDA DE L'ÒLIBA;53;46500;SAGUNT;VALÈNCIA;628421022;; 1,0;-0.277968;39.686408;;;EL CAMP DE MORVEDRE
46028417;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LES PALMERES;CEIP LES PALMERES;PÚB.;CL;DEL RIU;22;46529;CANET D'EN BERENGUER;VALÈNCIA;962617360;962617361; 1,0;-0.220757;39.677763;GENERALITAT VALENCIANA;Q4601247B;EL CAMP DE MORVEDRE
46028429;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LES FOIES;CEIP LES FOIES;PÚB.;CM;VELL DEL GRAU (APT. 196);36;46730;GANDIA - GRAU I PLATJA;VALÈNCIA;962826635;962826636; 1,0;-0.164814;38.991629;GENERALITAT VALENCIANA;S4600062F;LA SAFOR
46028430;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ALEJANDRA SOLER;CEIP ALEJANDRA SOLER;PÚB.;CL;PUERTO RICO;5;46006;VALÈNCIA;VALÈNCIA;961207625;961207626; 1,0;-0.374414;39.461832;GENERALITAT VALENCIANA;Q4601362I;VALÈNCIA
46028442;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;ÁLVARO NAVARRO;S/N;46725;RÓTOVA;VALÈNCIA;962835411;; 1,0;-0.25799;38.933997;AJUNTAMENT DE RÓTOVA;;LA SAFOR
46028454;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL L'ALQUERIA;EI 1ER CICLE MUNICIPAL L'ALQUERIA;PÚB.;CM;DEL DIJOUS;2;46970;ALAQUÀS;VALÈNCIA;961578125;961500306; 1,0;-0.449865;39.455891;AJUNTAMENT D'ALAQUÀS;;L'HORTA OEST
46028466;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PADRE LUIS AMIGÓ;CENTRE PRIV. ED. INF. 1ER CICLE LUIS AMIGÓ;PRIV.;CL;SAN PASCUAL BAILÓN;10-B;46130;MASSAMAGRELL;VALÈNCIA;961442553;; 1,0;-0.343934;39.57924;;;L'HORTA NORD
46028478;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL DOS CAMPANARS;EI 1ER CICLE MUNICIPAL DOS CAMPANARS;PÚB.;PS;DELS DOS CAMPANARS;3;46702;GANDIA;VALÈNCIA;962959660;; 1,0;-0.189018;38.961471;AJUNTAMENT DE GANDIA;;LA SAFOR
46028481;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BALEARS II;CENTRE PRIV. ED. INF. 1ER CICLE BALEARS II;PRIV.;CL;ISLAS CANARIAS;44;46023;VALÈNCIA;VALÈNCIA;963375125;; 1,0;-0.355063;39.466081;;;VALÈNCIA
46028491;CONSERVATORIO PROFESIONAL DE MÚSICA;CONSERVATORI PROFESSIONAL DE MÚSICA;MUNICIPAL D'ALBAIDA;CONSERVATORI PROFESSIONAL DE MÚSICA MUNICIPAL D'ALBAIDA;PÚB.;CL;ARQUEÒLEG BALLESTER;45;46860;ALBAIDA;VALÈNCIA;962398262;962900614; 1,0;-0.514914;38.83695;AJUNTAMENT D'ALBAIDA;;LA VALL D'ALBAIDA
46028508;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL LA MILOTXA;EI 1ER CICLE MUNICIPAL LA MILOTXA;PÚB.;CL;ESCUELAS;S/N;46710;DAIMÚS;VALÈNCIA;962818689;962818125; 1,0;-0.150537;38.967793;AJUNTAMENT DE DAIMÚS;;LA SAFOR
46028511;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL ELS MENUTS;EI 1ER CICLE MUNICIPAL ELS MENUTS;PÚB.;CL;9 D'OCTUBRE;23;46716;RAFELCOFER;VALÈNCIA;962800859;; 1,0;-0.169033;38.930149;AJUNTAMENT DE RAFELCOFER;;LA SAFOR
46031261;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PASITO A PASITO;CENTRE PRIV. ED. INF. 1ER CICLE PASITO A PASITO;PRIV.;CL;PIZARRO;25;46004;VALÈNCIA;VALÈNCIA;630876944;; 1,0;-0.371548;39.466647;;;VALÈNCIA
46031271;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;LES PITERES;4;46169;OLOCAU;VALÈNCIA;962703077;; 1,0;-0.531195;39.69984;AJUNTAMENT D'OLOCAU;;EL CAMP DE TÚRIA
46031283;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;JOSEP LLUÍS BAUSET;S/N;46250;L'ALCÚDIA;VALÈNCIA;960703325;; 1,0;-0.500243;39.193092;AJUNTAMENT DE L'ALCÚDIA;;LA RIBERA ALTA
46031295;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL LA BASSETA;EI 1ER CICLE MUNICIPAL LA BASSETA;PÚB.;CL;LA BASSETA;S/N;46180;BENAGUASIL;VALÈNCIA;962731095;; 1,0;-0.582715;39.592184;AJUNTAMENT DE BENAGUASIL;;EL CAMP DE TÚRIA
46031301;SECCIÓN DE EDUCACIÓN SECUNDARIA;SECCIÓ D'EDUCACIÓ SECUNDÀRIA;JAUME I;SECCIÓ EDUCACIÓ SECUNDÀRIA JAUME I;PÚB.;PD;DE LA COMA;S/N;46220;PICASSENT;VALÈNCIA;963428505;961207854; 1,0;-0.43424;39.317682;GENERALITAT VALENCIANA;S4600071G;L'HORTA SUD
46031313;ESCUELA OFICIAL DE IDIOMAS;ESCOLA OFICIAL D'IDIOMES;;ESCOLA OFICIAL D'IDIOMES;PÚB.;CL;ALCALDE MARCELINO GARCÍA;4;46160;LLÍRIA;VALÈNCIA;962718375;962718376; 1,0;-0.596833;39.631825;GENERALITAT VALENCIANA;Q4601168J;EL CAMP DE TÚRIA
46031337;ESCUELA OFICIAL DE IDIOMAS;ESCOLA OFICIAL D'IDIOMES;DE TORRENT;ESCOLA OFICIAL D'IDIOMES DE TORRENT;PÚB.;CL;SAN CAYETANO;39;46900;TORRENT;VALÈNCIA;962542295;; 1,0;-0.464779;39.440247;GENERALITAT VALENCIANA;S4600326E;L'HORTA OEST
